EDUC_LEVEL,FAM_NO,AREA,WT_CROP,WT_IR_YN,WT_WA_CN_YN,WT_WA_RC,WT_GW,WT_PS,WT_SY_YN,WT_CR_YL_KG,WT_VL_CC,WT_SM_ST,WT_CP_NI_MN,SM_CROP,SM_IR_YN,SM_IR_WA_Y,SM_IR_TC,SM_GW,SM_PS,SM_CR_YL_KG,SM_CP_NI_MN,SM_VL_CC,SM_SM_ST,SM_RAIN_YN,CSM_AGR_YN,FL_USE,CR_RT_YN,SOIL_PROB,CA_YN,CA_CNS,CA_US_YN,CA_SS,CA_US_DT,CA_CC_VUL,CA_CC_RISK,CA_CC_ADAP,CA_CC_IMP,CA_CC_SS,NDVI_CV,PRECIPITAT,TEMPERATUR
secondary,5,2,Rye,yes,yes,Medium,160,Henbit (Weed),Yes,3000,Medium vulnerable,Medium,11000,Sorghum,Yes,Based on crop water need,Yes,160,FASORIOSE,3000,10000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,24.7348791,125.9541329,1.273017965
secondary,4,2,Wheat,yes,yes,Medium,86,Armyworms (Pest),Yes,1700,Medium vulnerable,Medium,8600,Sorghum,Yes,Based on experience,Yes,86,punaise,1700,8600,Medium vulnerable,Medium,No,Maybe,Subsistence/domestic use,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Never,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,47.59374395,107.9897385,1.716147006
primary,4,1,Wheat,yes,yes,Medium,93,Wild Oats (Weed),No,100,Medium vulnerable,Dry,25760,Maize,Yes,Based on crop water need,Yes,93,Pourpier,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,23.51644987,100.6334429,2.489751661
primary,3,2,Wheat,yes,yes,Medium,100,Powdery Mildew (Disease),Yes,1200,Medium vulnerable,Medium,5300,Maize,Yes,Based on experience,Yes,100,pyrale,1200,6200,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Never,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,48.08616829,107.9897385,1.716147006
no-schooling,11,5,Wheat,yes,no,Medium,80,Powdery Mildew (Disease),No,3000,Medium vulnerable,Medium,19500,Sorghum,Yes,Based on crop water need,No,80,PUNAISE,4200,23000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,37.56668423,108.868147,1.92684007
secondary,3,3,Fababean,yes,yes,Medium,160,Henbit (Weed),Yes,1700,Medium vulnerable,Medium,13000,Sorghum,Yes,Based on crop water need,Yes,160,FASORIOSE,3000,10000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,24.7348791,125.9541329,1.273017965
secondary,6,3,Barley,yes,yes,Medium,99,Wild Oats (Weed),No,5000,Medium vulnerable,Dry,14000,Lyzerne,Yes,Based on crop water need,Yes,99,Phytophthora,30000,1260000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,26.11841945,100.6334429,2.489751661
no-schooling,8,20,Wheat,yes,no,Medium,90,Powdery Mildew (Disease),No,2700,Medium vulnerable,Medium,17500,Sorghum,Yes,Based on crop water need,No,90,PUNAISE,3800,23000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,45.62853534,108.868147,1.92684007
no-schooling,10,20,Wheat,yes,no,Medium,90,Powdery Mildew (Disease),No,2700,Medium vulnerable,Medium,18000,Sorghum,Yes,Based on crop water need,No,90,PYRALE,3800,23000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,47.18793359,108.868147,1.92684007
secondary,1,1,Lentil,yes,yes,Medium,89,Wild Oats (Weed),No,1000,Medium vulnerable,Dry,10500,Maize,Yes,Based on crop water need,Yes,89,Chenopode blanc,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,25.88947491,100.6334429,2.489751661
university,4,2,Fababean,yes,yes,Medium,160,Henbit (Weed),Yes,1900,Medium vulnerable,Medium,15000,Maize,Yes,Based on crop water need,Yes,160,PYRALE,2200,15000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,24.55837702,125.9541329,1.273017965
no-schooling,7,20,Wheat,yes,no,Medium,85,Powdery Mildew (Disease),No,3000,Medium vulnerable,Medium,16500,Sorghum,Yes,Based on crop water need,No,85,PUMAISE,4200,23600,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,45.90839212,108.868147,1.92684007
no-schooling,3,3,Chickpea,yes,yes,Medium,97,Wild Oats (Weed),No,10000,Medium vulnerable,Dry,147000,Lyzerne,Yes,Based on crop water need,Yes,97,Phytophthora,20000,588000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,25.88947491,100.6334429,2.489751661
no-schooling,6,20,Wheat,yes,no,Medium,90,Powdery Mildew (Disease),No,3400,Medium vulnerable,Medium,18000,Sorghum,Yes,Based on crop water need,No,90,PUNAISE,4500,22000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Extension agents,39.12638349,106.4754235,1.938217597
secondary,4,1,Barley,yes,yes,Medium,160,Henbit (Weed),Yes,2500,Medium vulnerable,Medium,15000,Maize,Yes,Based on crop water need,Yes,160,PUNAISE,2000,13000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,23.20064097,125.9541329,1.273017965
no-schooling,5,3,Wheat,yes,yes,Medium,92,Wild Oats (Weed),No,100,Medium vulnerable,Dry,25760,Maize,Yes,Based on crop water need,Yes,92,Pourpier,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,25.88947491,100.6334429,2.489751661
no-schooling,6,15,Wheat,yes,no,Medium,80,Powdery Mildew (Disease),No,2900,Medium vulnerable,Medium,18500,Sorghum,Yes,Based on crop water need,No,80,PUNAISE,3600,21000,Medium vulnerable,Medium,No,No,Selling in the market,Yes,Salinity,No,No finance,No idea,Winter,Never,Medium vulnerable,Heatwaves,Adjusting sowing date,Increased pests/diseases,Radio,43.10951826,108.868147,1.92684007
university,4,1,Barley,yes,yes,Medium,160,Henbit (Weed),Yes,2700,Medium vulnerable,Medium,17000,Maize,Yes,Based on crop water need,Yes,160,PYRALE,2200,15000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,26.47345155,125.9541329,1.273017965
secondary,0,2,Wheat,yes,yes,Medium,79,Wild Oats (Weed),No,1000,Medium vulnerable,Dry,39200,Maize,Yes,Based on crop water need,Yes,79,Chenopode blanc,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,26.11841945,100.6334429,2.489751661
primary,3,2,Wheat,yes,yes,Medium,100,Leaf miners (Pest),No,1200,Medium vulnerable,Medium,6500,Maize,Yes,Based on experience,Yes,100,pyrale,1200,6500,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Never,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,From mosque,45.11050876,107.9897385,1.716147006
primary,5,10,Chickpea,yes,yes,Medium,160,Henbit (Weed),Yes,800,Medium vulnerable,Medium,13000,Maize,Yes,Based on crop water need,Yes,160,PUNAISE,1800,11000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,31.76875553,125.9541329,1.273017965
no-schooling,4,3,Barley,yes,yes,Medium,78,Wild Oats (Weed),No,3000,Medium vulnerable,Dry,9800,Lyzerne,Yes,Based on crop water need,Yes,78,Phytophthora,2000,588000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,25.88947491,100.6334429,2.489751661
secondary,5,3,Chickpea,yes,yes,Medium,91,Wild Oats (Weed),No,15000,Medium vulnerable,Dry,2782500,Maize,Yes,Based on crop water need,Yes,91,Pourpier,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,25.88947491,100.6334429,2.489751661
university,4,1,Rye,yes,yes,Medium,150,Henbit (Weed),Yes,3200,Medium vulnerable,Medium,13000,Sorghum,Yes,Based on crop water need,Yes,150,FASORIOSE,3200,12000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,27.78094714,125.0730615,1.421608534
primary,4,1,Barley,yes,yes,Medium,87,Wild Oats (Weed),No,3000,Medium vulnerable,Dry,14000,Maize,Yes,Based on crop water need,Yes,87,Pourpier,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,26.11841945,100.6334429,2.489751661
no-schooling,3,2,Chickpea,yes,yes,Medium,89,Wild Oats (Weed),No,10000,Medium vulnerable,Dry,315000,Maize,Yes,Based on crop water need,Yes,89,chenopode blanc,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,25.88947491,100.6334429,2.489751661
primary,4,3,Barley,yes,yes,Medium,150,Henbit (Weed),Yes,2300,Medium vulnerable,Medium,13000,Maize,Yes,Based on crop water need,Yes,150,PUNAISE,1800,11000,Highly vulnerable,Dry,Yes (Rarely),Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Often,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,34.85234108,125.0730615,1.421608534
primary,3,5,Wheat,yes,yes,Medium,80,Rust (Disease),Yes,1200,Medium vulnerable,Medium,5600,Maize,Yes,Based on experience,Yes,80,pyrale,1200,5600,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Not profitable,Maybe,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,40.51762219,107.9897385,1.716147006
secondary,5,1,Chickpea,yes,yes,Medium,90,Wild Oats (Weed),No,15000,Medium vulnerable,Dry,2782500,Lyzerne,Yes,Based on crop water need,Yes,90,Phytophthora,30000,1260000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,25.88947491,100.6334429,2.489751661
secondary,4,4,Barley,yes,yes,Medium,150,Henbit (Weed),Yes,2500,Medium vulnerable,Medium,15000,Maize,Yes,Based on crop water need,Yes,150,PYRALE,2000,13000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,34.85234108,125.0730615,1.421608534
primary,3,5,Wheat,yes,yes,Medium,80,Cutworms (Pest),No,700,Medium vulnerable,Medium,5000,Maize,Yes,Based on experience,Yes,80,pyrale,1200,5600,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Not profitable,Maybe,Summer,Often,Medium vulnerable,Drought,Improving irrigation practices,Dust,Extension agents,40.51762219,107.9897385,1.716147006
primary,2,2,Wheat,yes,yes,Medium,93,Wild Oats (Weed),No,100,Medium vulnerable,Dry,25760,Maize,Yes,Based on crop water need,Yes,93,Pourpier,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,24.21931614,100.6334429,2.489751661
secondary,4,1,Barley,yes,yes,Medium,150,Henbit (Weed),Yes,2500,Medium vulnerable,Medium,15000,Maize,Yes,Based on crop water need,Yes,150,PYRALE,2000,13000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,34.85234108,125.0730615,1.421608534
secondary,1,3,Wheat,yes,yes,Medium,97,Wild Oats (Weed),No,1000,Medium vulnerable,Dry,39200,Maize,Yes,Based on crop water need,Yes,97,Pourpier,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,24.21931614,100.6334429,2.489751661
secondary,4,1,Wheat,yes,yes,Medium,150,Henbit (Weed),Yes,4000,Medium vulnerable,Medium,20000,Maize,Yes,Based on crop water need,Yes,150,PYRALE,2000,13000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,27.78094714,125.0730615,1.421608534
no-schooling,7,4,Wheat,yes,yes,Medium,80,Blight (Disease),No,800,Medium vulnerable,Medium,5000,Maize,Yes,Based on crop water need,Yes,80,pyrale,1200,5600,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Yes,Summer,Never,Medium vulnerable,Drought,Improving irrigation practices,Dust,Newspaper,46.81348503,107.9897385,1.716147006
no-schooling,4,3,Chickpea,yes,yes,Medium,87,Wild Oats (Weed),No,10000,Medium vulnerable,Dry,147000,LYZERNE,Yes,Based on crop water need,Yes,87,Phythophtora,20000,588000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,24.21931614,100.6334429,2.489751661
secondary,4,2,Fababean,yes,yes,Medium,150,Henbit (Weed),Yes,1700,Medium vulnerable,Medium,13000,Maize,Yes,Based on crop water need,Yes,150,ROBIN HOOD,2000,13000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,32.06680103,126.7331746,1.348331785
secondary,3,2,Barley,yes,yes,Medium,81,Wild Oats (Weed),No,5000,Medium vulnerable,Dry,14700,Maize,Yes,Based on crop water need,Yes,81,chenopode blanc,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,24.21931614,100.6334429,2.489751661
primary,5,1,Chickpea,yes,yes,Medium,85,Wild Oats (Weed),Yes,10000,Medium vulnerable,Dry,147000,Lyzerne,Yes,Based on crop water need,Yes,85,Phytophthora,20000,588000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,24.21931614,100.6334429,2.489751661
no-schooling,3,2,Barley,yes,yes,Medium,89,Wild Oats (Weed),No,3000,Medium vulnerable,Dry,14000,Lyzerne,Yes,Based on crop water need,Yes,89,Phytophthora,20000,588000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,24.21931614,100.6334429,2.489751661
secondary,4,1,Wheat,yes,yes,Medium,91,Wild Oats (Weed),No,1000,Medium vulnerable,Dry,39200,Lyzerne,Yes,Based on crop water need,Yes,91,Phytophthora,30000,1260000,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,Through apps,27.23364846,100.6334429,2.489751661
primary,5,2,Chickpea,yes,yes,Medium,99,Wild Oats (Weed),No,10000,Medium vulnerable,Dry,147000,Maize,Yes,Based on crop water need,Yes,99,Pourpier,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,24.21931614,100.6334429,2.489751661
secondary,0,4,Barley,yes,yes,Medium,87,Wild Oats (Weed),No,5000,Medium vulnerable,Dry,24500,Maize,Yes,Based on crop water need,Yes,87,Pourpier,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,25.20025715,100.6334429,2.489751661
no-schooling,3,20,Wheat,yes,yes,Medium,85,Cutworms (Pest),No,750,Medium vulnerable,Medium,4000,Maize,Yes,Based on experience,Yes,85,pyrale,1200,4500,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,Extension agents,44.60757217,107.9897385,1.716147006
primary,4,10,Rye,yes,yes,Medium,160,Henbit (Weed),Yes,2800,Medium vulnerable,Medium,9000,Maize,Yes,Based on crop water need,Yes,160,PUNAISE,1800,11000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of knowledge,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,35.19749898,126.7331746,1.348331785
secondary,4,2,Wheat,yes,yes,Medium,82,Wild Oats (Weed),No,1000,Medium vulnerable,Dry,39200,Maize,Yes,Based on crop water need,Yes,82,Pourpier,7000,36400,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,24.39409542,100.6334429,2.489751661
primary,2,20,Lentil,yes,yes,Medium,100,Armyworms (Pest),No,1200,Medium vulnerable,Medium,8000,Maize,Yes,Based on experience,Yes,100,pyrale,1200,7000,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Sometimes,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,From mosque,44.66912988,107.9897385,1.716147006
secondary,4,3,Fababean,yes,yes,Medium,160,Henbit (Weed),Yes,1700,Medium vulnerable,Medium,13000,Maize,Yes,Based on crop water need,Yes,160,PUNAISE,2000,13000,Highly vulnerable,Dry,No,Yes,Selling in the market,Yes,Erosion,Yes(Rarely),Lack of machinery,Yes,Summer,Sometimes,highly vulnerable,Drought,Improving irrigation practices,Dust,Through apps,36.81720032,129.6731786,1.266913213
primary,3,10,Wheat,yes,yes,Medium,85,Wild Oats (Weed),No,100,Medium vulnerable,Dry,25760,Maize,Yes,Based on crop water need,Yes,85,Pourpier,4000,19600,Highly vulnerable,Dry,No,No,Subsistence/domestic use,Yes,Hardpan,No,Lack of machinery,No idea,Summer,Never,highly vulnerable,Drought,Drought-resistant varieties,Increased pests/diseases,TV,25.9660907,102.8600006,2.456833395
primary,5,15,Fababean,yes,yes,Medium,85,Armyworms (Pest),No,1000,Medium vulnerable,Medium,5600,Maize,Yes,Based on experience,Yes,85,punaise,1200,5600,Medium vulnerable,Medium,No,Maybe,Selling in the market,Yes,Salinity,No,Lack of machinery,Maybe,Summer,Never,Medium vulnerable,Drought,Improving irrigation practices,Physical damage,From mosque,42.95572889,107.9897385,1.716147006
